collectionAssignmentId;collectorName;producerName;collectionDate;pointName;volumen
11309;Robert Johnson;Michael Davis;4/6/2023;Philadelphia;65
11310;Samantha Lee;Michael Davis;4/6/2023;New York;77
11311;Robert Johnson;Michael Davis;4/6/2023;Indianapolis;844
11312;Sophia Nguyen;Michael Davis;4/6/2023;Houston;627
11313;Samantha Lee;Michael Davis;4/6/2023;Washington, D.C.;252
11314;Sophia Nguyen;Michael Davis;4/6/2023;Chicago;950
11315;William Rodriguez;Michael Davis;4/6/2023;Seattle;837
11316;Michael Kim;Michael Davis;4/6/2023;Denver;492
11317;Benjamin Kim;Michael Davis;4/6/2023;Chicago;955
11318;Thomas Martinez;Michael Davis;4/6/2023;Denver;751
11319;William Rodriguez;Michael Davis;4/6/2023;Atlanta;703
11320;John Smith;Michael Davis;4/6/2023;Indianapolis;870
11321;Thomas Martinez;Michael Davis;4/6/2023;Seattle;751
11322;Michael Kim;Michael Davis;4/6/2023;Washington, D.C.;525
11323;Ethan Wilson;Michael Davis;4/6/2023;New York;214
11324;John Smith;Michael Davis;4/6/2023;Kansas City;385
11325;Isabella Jackson;Michael Davis;4/6/2023;Philadelphia;818
11326;Jane Doe;Michael Davis;4/6/2023;Orlando;749
11327;Sophia Nguyen;Michael Davis;4/6/2023;Seattle;195
11328;John Smith;Michael Davis;4/6/2023;Philadelphia;276
11329;Avery Brown;Michael Davis;4/6/2023;Seattle;462
11330;Sophia Nguyen;Michael Davis;4/6/2023;Boston;922
11331;Jane Doe;Michael Davis;4/6/2023;Indianapolis;712
11332;Emily Chen;Michael Davis;4/6/2023;Washington, D.C.;336
11333;William Rodriguez;Michael Davis;4/6/2023;Washington, D.C.;384
11334;Lucas Wong;Michael Davis;4/6/2023;Atlanta;298
11335;Emily Chen;Michael Davis;4/6/2023;New York;65
11336;Samantha Lee;Michael Davis;4/6/2023;Denver;642
11337;William Rodriguez;Michael Davis;4/6/2023;Miami;268
11338;William Rodriguez;Michael Davis;4/6/2023;Denver;302
11339;Benjamin Kim;Michael Davis;4/6/2023;Indianapolis;79
11340;Olivia Davis;Michael Davis;4/6/2023;San Francisco;603
11341;Michael Kim;Michael Davis;4/6/2023;Orlando;500
11342;Emily Chen;Michael Davis;4/6/2023;Washington, D.C.;554
11343;Lucas Wong;Michael Davis;4/6/2023;Los Angeles;74
11344;Benjamin Kim;Michael Davis;4/6/2023;Atlanta;826
11345;Emily Chen;Michael Davis;4/6/2023;Miami;809
11346;Benjamin Kim;Michael Davis;4/6/2023;Seattle;627
11347;Samantha Lee;Michael Davis;4/6/2023;Chicago;386
11348;Michael Kim;Michael Davis;4/6/2023;Houston;715
11349;Isabella Jackson;Michael Davis;4/6/2023;Orlando;304
11350;Emily Chen;Michael Davis;4/6/2023;Chicago;535
11351;Sophia Nguyen;Michael Davis;4/6/2023;Kansas City;820
11352;Benjamin Kim;Michael Davis;4/6/2023;Atlanta;499
11353;Thomas Martinez;Michael Davis;4/6/2023;Orlando;214
11354;Emily Chen;Michael Davis;4/6/2023;Houston;490
11355;Isabella Jackson;Michael Davis;4/6/2023;Atlanta;548
11356;Benjamin Kim;Michael Davis;4/6/2023;Orlando;601
11357;Isabella Jackson;Michael Davis;4/6/2023;Denver;279
11358;Sophia Nguyen;Michael Davis;4/6/2023;Seattle;993
11359;William Rodriguez;Michael Davis;4/6/2023;Miami;765
11360;Robert Johnson;Michael Davis;4/6/2023;Philadelphia;6
11361;Ethan Wilson;Michael Davis;4/6/2023;San Francisco;58
11362;Ethan Wilson;Michael Davis;4/6/2023;Philadelphia;940
11363;Isabella Jackson;Michael Davis;4/6/2023;Chicago;674
11364;Michael Kim;Michael Davis;4/6/2023;Kansas City;71
11365;Olivia Davis;Michael Davis;4/6/2023;Los Angeles;109
11366;Thomas Martinez;Michael Davis;4/6/2023;Houston;725
11367;Lucas Wong;Michael Davis;4/6/2023;Kansas City;271
11368;Sophia Nguyen;Michael Davis;4/6/2023;Seattle;503
11369;Michael Kim;Michael Davis;4/6/2023;Los Angeles;657
11370;Emily Chen;Michael Davis;4/6/2023;San Francisco;968
11371;Avery Brown;Michael Davis;4/6/2023;Washington, D.C.;734
11372;Sophia Nguyen;Michael Davis;4/6/2023;Denver;462
11373;Michael Kim;Michael Davis;4/6/2023;Atlanta;621
11374;Ethan Wilson;Michael Davis;4/6/2023;New York;732
11375;William Rodriguez;Michael Davis;4/6/2023;San Francisco;50
11376;Jane Doe;Michael Davis;4/6/2023;Boston;920
11377;Olivia Davis;Michael Davis;4/6/2023;Philadelphia;229
11378;Lucas Wong;Michael Davis;4/6/2023;Kansas City;164
11379;Michael Kim;Michael Davis;4/6/2023;Indianapolis;959
11380;Olivia Davis;Michael Davis;4/6/2023;Washington, D.C.;863
11381;Lucas Wong;Michael Davis;4/6/2023;Los Angeles;544
11382;Emily Chen;Michael Davis;4/6/2023;Washington, D.C.;432
11383;Samantha Lee;Michael Davis;4/6/2023;Miami;470
11384;Lucas Wong;Michael Davis;4/6/2023;Orlando;231
11385;John Smith;Michael Davis;4/6/2023;Seattle;45
11386;Robert Johnson;Michael Davis;4/6/2023;New York;488
11387;Olivia Davis;Michael Davis;4/6/2023;Houston;434
11388;Olivia Davis;Michael Davis;4/6/2023;Indianapolis;505
11389;Olivia Davis;Michael Davis;4/6/2023;Washington, D.C.;700
11390;Benjamin Kim;Michael Davis;4/6/2023;Washington, D.C.;481
11391;Sophia Nguyen;Michael Davis;4/6/2023;Los Angeles;286
11392;Benjamin Kim;Michael Davis;4/6/2023;San Francisco;829
11393;Samantha Lee;Michael Davis;4/6/2023;Philadelphia;205
11394;Emily Chen;Michael Davis;4/6/2023;Denver;695
11395;John Smith;Michael Davis;4/6/2023;New York;725
11396;Robert Johnson;Michael Davis;4/6/2023;Atlanta;705
11397;Ethan Wilson;Michael Davis;4/6/2023;Los Angeles;30
11398;Isabella Jackson;Michael Davis;4/6/2023;Houston;506
11399;Sophia Nguyen;Michael Davis;4/6/2023;Washington, D.C.;165
11400;Lucas Wong;Michael Davis;4/6/2023;Miami;169
11401;Avery Brown;Michael Davis;4/6/2023;Seattle;914
11402;Avery Brown;Michael Davis;4/6/2023;Kansas City;466
11403;Benjamin Kim;Michael Davis;4/6/2023;Atlanta;509
11404;Ethan Wilson;Michael Davis;4/6/2023;Denver;521
11405;Emily Chen;Michael Davis;4/6/2023;Atlanta;768
11406;Avery Brown;Michael Davis;4/6/2023;Kansas City;540
11407;Benjamin Kim;Michael Davis;4/6/2023;Los Angeles;642
11408;Lucas Wong;Michael Davis;4/6/2023;Orlando;448
11409;Ethan Wilson;Michael Davis;4/6/2023;Chicago;715
11410;Emily Chen;Michael Davis;4/6/2023;Kansas City;961
11411;Thomas Martinez;Michael Davis;4/6/2023;Houston;26
11412;Robert Johnson;Michael Davis;4/6/2023;Atlanta;750
11413;Avery Brown;Michael Davis;4/6/2023;Washington, D.C.;804
11414;Lucas Wong;Michael Davis;4/6/2023;Atlanta;765
11415;Isabella Jackson;Michael Davis;4/6/2023;Orlando;695
11416;William Rodriguez;Michael Davis;4/6/2023;Atlanta;228
11417;Robert Johnson;Michael Davis;4/6/2023;Denver;619
11418;John Smith;Michael Davis;4/6/2023;Washington, D.C.;165
11419;Jane Doe;Michael Davis;4/6/2023;Chicago;645
11420;Samantha Lee;Michael Davis;4/6/2023;Atlanta;334
11421;Olivia Davis;Michael Davis;4/6/2023;Kansas City;196
11422;Thomas Martinez;Michael Davis;4/6/2023;Chicago;482
11423;John Smith;Michael Davis;4/6/2023;Boston;624
11424;Thomas Martinez;Michael Davis;4/6/2023;Indianapolis;328
11425;Samantha Lee;Michael Davis;4/6/2023;Atlanta;13
11426;Lucas Wong;Michael Davis;4/6/2023;Philadelphia;373
11427;Thomas Martinez;Michael Davis;4/6/2023;Denver;641
11428;John Smith;Michael Davis;4/6/2023;Seattle;78
11429;Thomas Martinez;Michael Davis;4/6/2023;New York;432
11430;Isabella Jackson;Michael Davis;4/6/2023;San Francisco;784
11431;William Rodriguez;Michael Davis;4/6/2023;Kansas City;152
11432;Benjamin Kim;Michael Davis;4/6/2023;Atlanta;771
11433;Robert Johnson;Michael Davis;4/6/2023;Orlando;281
11434;Robert Johnson;Michael Davis;4/6/2023;Atlanta;655
11435;Thomas Martinez;Michael Davis;4/6/2023;San Francisco;323
11436;Avery Brown;Michael Davis;4/6/2023;New York;132
11437;Emily Chen;Michael Davis;4/6/2023;Philadelphia;128
11438;Thomas Martinez;Michael Davis;4/6/2023;New York;654
11439;Jane Doe;Michael Davis;4/6/2023;Kansas City;819
11440;Lucas Wong;Michael Davis;4/6/2023;Indianapolis;791
11441;Olivia Davis;Michael Davis;4/6/2023;New York;323
11442;Lucas Wong;Michael Davis;4/6/2023;Philadelphia;788
11443;Sophia Nguyen;Michael Davis;4/6/2023;Miami;996
11444;Samantha Lee;Michael Davis;4/6/2023;Kansas City;786
11445;Sophia Nguyen;Michael Davis;4/6/2023;Orlando;955
11446;Robert Johnson;Michael Davis;4/6/2023;Atlanta;980
11447;Avery Brown;Michael Davis;4/6/2023;Seattle;556
11448;Avery Brown;Michael Davis;4/6/2023;New York;817
11449;Jane Doe;Michael Davis;4/6/2023;Denver;831
11450;Avery Brown;Michael Davis;4/6/2023;San Francisco;919
11451;Michael Kim;Michael Davis;4/6/2023;Washington, D.C.;349
11452;Avery Brown;Michael Davis;4/6/2023;Los Angeles;379
11453;Benjamin Kim;Michael Davis;4/6/2023;Boston;610
11454;Benjamin Kim;Michael Davis;4/6/2023;Indianapolis;818
11455;Sophia Nguyen;Michael Davis;4/6/2023;Los Angeles;965
11456;Lucas Wong;Michael Davis;4/6/2023;San Francisco;127
11457;Sophia Nguyen;Michael Davis;4/6/2023;Denver;311
11458;Thomas Martinez;Michael Davis;4/6/2023;Atlanta;49
11459;William Rodriguez;Michael Davis;4/6/2023;Los Angeles;293
11460;Samantha Lee;Michael Davis;4/6/2023;Atlanta;457
11461;Jane Doe;Michael Davis;4/6/2023;Seattle;580
11462;Avery Brown;Michael Davis;4/6/2023;Washington, D.C.;603
11463;Michael Kim;Michael Davis;4/6/2023;Los Angeles;533
11464;Sophia Nguyen;Michael Davis;4/6/2023;Chicago;406
11465;John Smith;Michael Davis;4/6/2023;Chicago;597
11466;Sophia Nguyen;Michael Davis;4/6/2023;Atlanta;864
11467;Isabella Jackson;Michael Davis;4/6/2023;Los Angeles;896
11468;John Smith;Michael Davis;4/6/2023;Miami;506
11469;Lucas Wong;Michael Davis;4/6/2023;Orlando;91
11470;Sophia Nguyen;Michael Davis;4/6/2023;Denver;994
11471;Jane Doe;Michael Davis;4/6/2023;Los Angeles;464
11472;William Rodriguez;Michael Davis;4/6/2023;Indianapolis;978
11473;Lucas Wong;Michael Davis;4/6/2023;Miami;997
11474;Isabella Jackson;Michael Davis;4/6/2023;Houston;921
11475;Sophia Nguyen;Michael Davis;4/6/2023;Boston;4
11476;Jane Doe;Michael Davis;4/6/2023;San Francisco;31
11477;Thomas Martinez;Michael Davis;4/6/2023;Miami;690
11478;Jane Doe;Michael Davis;4/6/2023;New York;752
11479;Avery Brown;Michael Davis;4/6/2023;San Francisco;735
11480;Avery Brown;Michael Davis;4/6/2023;Denver;149
11481;Avery Brown;Michael Davis;4/6/2023;Miami;176
11482;Robert Johnson;Michael Davis;4/6/2023;New York;196
11483;Jane Doe;Michael Davis;4/6/2023;Boston;322
11484;Emily Chen;Michael Davis;4/6/2023;Kansas City;365
11485;Michael Kim;Michael Davis;4/6/2023;Houston;624
11486;William Rodriguez;Michael Davis;4/6/2023;Washington, D.C.;205
11487;Sophia Nguyen;Michael Davis;4/6/2023;Atlanta;535
11488;Benjamin Kim;Michael Davis;4/6/2023;Philadelphia;156
11489;Emily Chen;Michael Davis;4/6/2023;Seattle;647
11490;Avery Brown;Michael Davis;4/6/2023;Seattle;564
11491;Ethan Wilson;Michael Davis;4/6/2023;Seattle;905
11492;Avery Brown;Michael Davis;4/6/2023;Miami;361
11493;John Smith;Michael Davis;4/6/2023;Los Angeles;659
11494;Isabella Jackson;Michael Davis;4/6/2023;Chicago;273
11495;Avery Brown;Michael Davis;4/6/2023;Indianapolis;146
11496;Olivia Davis;Michael Davis;4/6/2023;Kansas City;605
11497;Benjamin Kim;Michael Davis;4/6/2023;Houston;678
11498;Robert Johnson;Michael Davis;4/6/2023;Los Angeles;455
11499;Thomas Martinez;Michael Davis;4/6/2023;San Francisco;230
11500;Jane Doe;Michael Davis;4/6/2023;Philadelphia;548
11501;Robert Johnson;Jennifer Brown;4/6/2023;New York;121
11502;Avery Brown;Jennifer Brown;4/6/2023;Los Angeles;560
11503;Sophia Nguyen;Jennifer Brown;4/6/2023;Orlando;74
11504;Lucas Wong;Jennifer Brown;4/6/2023;Philadelphia;376
11505;Sophia Nguyen;Jennifer Brown;4/6/2023;Kansas City;814
11506;Emily Chen;Jennifer Brown;4/6/2023;Chicago;533
11507;Samantha Lee;Jennifer Brown;4/6/2023;Chicago;623
11508;Michael Kim;Jennifer Brown;4/6/2023;Kansas City;109
11509;Emily Chen;Jennifer Brown;4/6/2023;Los Angeles;551
11510;Benjamin Kim;Jennifer Brown;4/6/2023;Kansas City;485
11511;Benjamin Kim;Jennifer Brown;4/6/2023;Houston;643
11512;Isabella Jackson;Jennifer Brown;4/6/2023;Seattle;819
11513;Isabella Jackson;Jennifer Brown;4/6/2023;Boston;622
11514;Michael Kim;Jennifer Brown;4/6/2023;Kansas City;990
11515;Michael Kim;Jennifer Brown;4/6/2023;Chicago;624
11516;Ethan Wilson;Jennifer Brown;4/6/2023;Indianapolis;301
11517;Avery Brown;Jennifer Brown;4/6/2023;Orlando;452
11518;William Rodriguez;Jennifer Brown;4/6/2023;Washington, D.C.;245
11519;Isabella Jackson;Jennifer Brown;4/6/2023;Boston;616
11520;Avery Brown;Jennifer Brown;4/6/2023;Seattle;81
11521;William Rodriguez;Jennifer Brown;4/6/2023;Philadelphia;952
11522;Ethan Wilson;Jennifer Brown;4/6/2023;New York;335
11523;Ethan Wilson;Jennifer Brown;4/6/2023;Miami;781
11524;Thomas Martinez;Jennifer Brown;4/6/2023;Seattle;635
11525;Lucas Wong;Jennifer Brown;4/6/2023;Los Angeles;939
11526;Emily Chen;Jennifer Brown;4/6/2023;Kansas City;320
11527;Lucas Wong;Jennifer Brown;4/6/2023;Seattle;45
11528;Isabella Jackson;Jennifer Brown;4/6/2023;Chicago;337
11529;Avery Brown;Jennifer Brown;4/6/2023;New York;108
11530;Avery Brown;Jennifer Brown;4/6/2023;Indianapolis;338
11531;John Smith;Jennifer Brown;4/6/2023;Washington, D.C.;781
11532;Sophia Nguyen;Jennifer Brown;4/6/2023;Seattle;845
11533;Thomas Martinez;Jennifer Brown;4/6/2023;Chicago;696
11534;John Smith;Jennifer Brown;4/6/2023;Chicago;945
11535;Sophia Nguyen;Jennifer Brown;4/6/2023;Atlanta;578
11536;Ethan Wilson;Jennifer Brown;4/6/2023;Boston;572
11537;John Smith;Jennifer Brown;4/6/2023;Kansas City;128
11538;Benjamin Kim;Jennifer Brown;4/6/2023;San Francisco;203
11539;Jane Doe;Jennifer Brown;4/6/2023;Boston;675
11540;Michael Kim;Jennifer Brown;4/6/2023;Denver;765
11541;Isabella Jackson;Jennifer Brown;4/6/2023;Washington, D.C.;412
11542;Thomas Martinez;Jennifer Brown;4/6/2023;Denver;791
11543;Michael Kim;Jennifer Brown;4/6/2023;Miami;932
11544;Avery Brown;Jennifer Brown;4/6/2023;Los Angeles;443
11545;Avery Brown;Jennifer Brown;4/6/2023;New York;202
11546;Sophia Nguyen;Jennifer Brown;4/6/2023;Houston;120
11547;Thomas Martinez;Jennifer Brown;4/6/2023;Chicago;44
11548;Robert Johnson;Jennifer Brown;4/6/2023;Philadelphia;251
11549;Michael Kim;Jennifer Brown;4/6/2023;Philadelphia;401
11550;John Smith;Jennifer Brown;4/6/2023;Denver;360
11551;Michael Kim;Jennifer Brown;4/6/2023;Orlando;52
11552;Olivia Davis;Jennifer Brown;4/6/2023;Washington, D.C.;804
11553;Benjamin Kim;Jennifer Brown;4/6/2023;Denver;436
11554;Thomas Martinez;Jennifer Brown;4/6/2023;Kansas City;599
11555;Avery Brown;Jennifer Brown;4/6/2023;Atlanta;512
11556;William Rodriguez;Jennifer Brown;4/6/2023;Kansas City;588
11557;Avery Brown;Jennifer Brown;4/6/2023;Washington, D.C.;617
11558;Ethan Wilson;Jennifer Brown;4/6/2023;Philadelphia;882
11559;Jane Doe;Jennifer Brown;4/6/2023;San Francisco;861
11560;Thomas Martinez;Jennifer Brown;4/6/2023;Boston;718
11561;Michael Kim;Jennifer Brown;4/6/2023;Atlanta;129
11562;Olivia Davis;Jennifer Brown;4/6/2023;Philadelphia;686
11563;Ethan Wilson;Jennifer Brown;4/6/2023;Miami;733
11564;Jane Doe;Jennifer Brown;4/6/2023;Kansas City;893
11565;Emily Chen;Jennifer Brown;4/6/2023;Chicago;508
11566;Benjamin Kim;Jennifer Brown;4/6/2023;Houston;517
11567;Thomas Martinez;Jennifer Brown;4/6/2023;Atlanta;731
11568;Lucas Wong;Jennifer Brown;4/6/2023;San Francisco;551
11569;William Rodriguez;Jennifer Brown;4/6/2023;Houston;755
11570;John Smith;Jennifer Brown;4/6/2023;Chicago;460
11571;Avery Brown;Jennifer Brown;4/6/2023;Miami;842
11572;Isabella Jackson;Jennifer Brown;4/6/2023;New York;507
11573;Thomas Martinez;Jennifer Brown;4/6/2023;New York;844
11574;Ethan Wilson;Jennifer Brown;4/6/2023;New York;130
11575;Jane Doe;Jennifer Brown;4/6/2023;Los Angeles;964
11576;Robert Johnson;Jennifer Brown;4/6/2023;Chicago;872
11577;Emily Chen;Jennifer Brown;4/6/2023;Philadelphia;667
11578;Ethan Wilson;Jennifer Brown;4/6/2023;Kansas City;7
11579;Jane Doe;Jennifer Brown;4/6/2023;Los Angeles;341
11580;Jane Doe;Jennifer Brown;4/6/2023;Orlando;601
11581;William Rodriguez;Jennifer Brown;4/6/2023;Washington, D.C.;540
11582;Jane Doe;Jennifer Brown;4/6/2023;San Francisco;823
11583;Lucas Wong;Jennifer Brown;4/6/2023;Washington, D.C.;423
11584;William Rodriguez;Jennifer Brown;4/6/2023;Washington, D.C.;872
11585;Samantha Lee;Jennifer Brown;4/6/2023;San Francisco;244
11586;Thomas Martinez;Jennifer Brown;4/6/2023;Chicago;892
11587;William Rodriguez;Jennifer Brown;4/6/2023;Orlando;194
11588;Isabella Jackson;Jennifer Brown;4/6/2023;Boston;676
11589;Lucas Wong;Jennifer Brown;4/6/2023;Chicago;895
11590;John Smith;Jennifer Brown;4/6/2023;San Francisco;704
11591;Olivia Davis;Jennifer Brown;4/6/2023;Kansas City;716
11592;Robert Johnson;Jennifer Brown;4/6/2023;Miami;980
11593;William Rodriguez;Jennifer Brown;4/6/2023;Washington, D.C.;739
11594;Olivia Davis;Jennifer Brown;4/6/2023;Chicago;509
11595;Samantha Lee;Jennifer Brown;4/6/2023;Denver;621
11596;Robert Johnson;Jennifer Brown;4/6/2023;Orlando;103
11597;Jane Doe;Jennifer Brown;4/6/2023;San Francisco;360
11598;Olivia Davis;Jennifer Brown;4/6/2023;Houston;996
11599;Jane Doe;Jennifer Brown;4/6/2023;Atlanta;676
11600;Robert Johnson;Jennifer Brown;4/6/2023;Indianapolis;32
11601;Lucas Wong;Jennifer Brown;4/6/2023;Boston;406
11602;Thomas Martinez;Jennifer Brown;4/6/2023;New York;110
11603;Sophia Nguyen;Jennifer Brown;4/6/2023;Seattle;88
11604;Emily Chen;Jennifer Brown;4/6/2023;Denver;680
11605;Michael Kim;Jennifer Brown;4/6/2023;Miami;96
11606;Lucas Wong;Jennifer Brown;4/6/2023;Houston;447
11607;Benjamin Kim;Jennifer Brown;4/6/2023;Los Angeles;92
11608;William Rodriguez;Jennifer Brown;4/6/2023;Atlanta;448
11609;Jane Doe;Jennifer Brown;4/6/2023;San Francisco;997
11610;John Smith;Jennifer Brown;4/6/2023;Boston;88
11611;Jane Doe;Jennifer Brown;4/6/2023;Boston;413
11612;Robert Johnson;Jennifer Brown;4/6/2023;Houston;821
11613;Sophia Nguyen;Jennifer Brown;4/6/2023;Indianapolis;640
11614;Benjamin Kim;Jennifer Brown;4/6/2023;Indianapolis;383
11615;John Smith;Jennifer Brown;4/6/2023;Denver;819
11616;Benjamin Kim;Jennifer Brown;4/6/2023;New York;649
11617;Olivia Davis;Jennifer Brown;4/6/2023;Atlanta;526
11618;Robert Johnson;Jennifer Brown;4/6/2023;Philadelphia;620
11619;Isabella Jackson;Jennifer Brown;4/6/2023;Miami;456
11620;Olivia Davis;Jennifer Brown;4/6/2023;Seattle;122
11621;Ethan Wilson;Jennifer Brown;4/6/2023;Orlando;772
11622;John Smith;Jennifer Brown;4/6/2023;New York;632
11623;William Rodriguez;Jennifer Brown;4/6/2023;Indianapolis;601
11624;Robert Johnson;Jennifer Brown;4/6/2023;Boston;87
11625;Thomas Martinez;Jennifer Brown;4/6/2023;Los Angeles;850
11626;Sophia Nguyen;Jennifer Brown;4/6/2023;Atlanta;866
11627;Jane Doe;Jennifer Brown;4/6/2023;Kansas City;377
11628;Isabella Jackson;Jennifer Brown;4/6/2023;New York;339
11629;Robert Johnson;Jennifer Brown;4/6/2023;Kansas City;267
11630;Lucas Wong;Jennifer Brown;4/6/2023;Boston;463
11631;Benjamin Kim;Jennifer Brown;4/6/2023;Atlanta;996
11632;Sophia Nguyen;Jennifer Brown;4/6/2023;Chicago;273
11633;William Rodriguez;Jennifer Brown;4/6/2023;Chicago;50
11634;William Rodriguez;Jennifer Brown;4/6/2023;New York;45
11635;Ethan Wilson;Jennifer Brown;4/6/2023;Orlando;807
11636;Michael Kim;Jennifer Brown;4/6/2023;Seattle;371
11637;Robert Johnson;Jennifer Brown;4/6/2023;Philadelphia;441
11638;Sophia Nguyen;Jennifer Brown;4/6/2023;Atlanta;768
11639;Emily Chen;Jennifer Brown;4/6/2023;Washington, D.C.;417
11640;Benjamin Kim;Jennifer Brown;4/6/2023;Denver;174
11641;Avery Brown;Jennifer Brown;4/6/2023;Denver;461
11642;Ethan Wilson;Jennifer Brown;4/6/2023;Seattle;78
11643;Avery Brown;Jennifer Brown;4/6/2023;Kansas City;381
11644;Ethan Wilson;Jennifer Brown;4/6/2023;San Francisco;890
11645;Robert Johnson;Jennifer Brown;4/6/2023;Houston;845
11646;Michael Kim;Jennifer Brown;4/6/2023;Philadelphia;722
11647;Thomas Martinez;Jennifer Brown;4/6/2023;Kansas City;656
11648;William Rodriguez;Jennifer Brown;4/6/2023;Los Angeles;602
11649;Emily Chen;Jennifer Brown;4/6/2023;Denver;879
11650;Samantha Lee;Jennifer Brown;4/6/2023;Houston;209
11651;William Rodriguez;Jennifer Brown;4/6/2023;Seattle;427
11652;Samantha Lee;Jennifer Brown;4/6/2023;San Francisco;505
11653;Robert Johnson;Jennifer Brown;4/6/2023;Washington, D.C.;419
11654;William Rodriguez;Jennifer Brown;4/6/2023;Chicago;719
11655;Ethan Wilson;Jennifer Brown;4/6/2023;Atlanta;127
11656;Ethan Wilson;Jennifer Brown;4/6/2023;Washington, D.C.;27
11657;Jane Doe;Jennifer Brown;4/6/2023;Kansas City;477
11658;Sophia Nguyen;Jennifer Brown;4/6/2023;Los Angeles;586
11659;William Rodriguez;Jennifer Brown;4/6/2023;Miami;758
11660;Robert Johnson;Jennifer Brown;4/6/2023;Miami;983
11661;Jane Doe;Jennifer Brown;4/6/2023;New York;21
11662;Jane Doe;Jennifer Brown;4/6/2023;New York;864
11663;Lucas Wong;Jennifer Brown;4/6/2023;Orlando;33
11664;William Rodriguez;Jennifer Brown;4/6/2023;Houston;597
11665;Isabella Jackson;Jennifer Brown;4/6/2023;Philadelphia;677
11666;William Rodriguez;Jennifer Brown;4/6/2023;Indianapolis;632
11667;Benjamin Kim;Jennifer Brown;4/6/2023;Orlando;929
11668;Jane Doe;Jennifer Brown;4/6/2023;Houston;941
11669;Isabella Jackson;Jennifer Brown;4/6/2023;Denver;809
11670;John Smith;Jennifer Brown;4/6/2023;Chicago;684
11671;Emily Chen;Jennifer Brown;4/6/2023;Denver;630
11672;Benjamin Kim;Jennifer Brown;4/6/2023;San Francisco;191
11673;Sophia Nguyen;Jennifer Brown;4/6/2023;Los Angeles;110
11674;Avery Brown;Jennifer Brown;4/6/2023;Indianapolis;404
11675;Sophia Nguyen;Jennifer Brown;4/6/2023;Houston;850
11676;Ethan Wilson;Jennifer Brown;4/6/2023;San Francisco;972
11677;John Smith;Jennifer Brown;4/6/2023;New York;863
11678;Emily Chen;Jennifer Brown;4/6/2023;New York;281
11679;John Smith;Jennifer Brown;4/6/2023;Orlando;754
11680;Samantha Lee;Jennifer Brown;4/6/2023;Los Angeles;912
11681;John Smith;Jennifer Brown;4/6/2023;Philadelphia;395
11682;Thomas Martinez;Jennifer Brown;4/6/2023;Miami;151
11683;Emily Chen;Jennifer Brown;4/6/2023;Atlanta;857
11684;Robert Johnson;Jennifer Brown;4/6/2023;Orlando;352
11685;Thomas Martinez;Jennifer Brown;4/6/2023;San Francisco;349
11686;Robert Johnson;Jennifer Brown;4/6/2023;Atlanta;627
11687;Sophia Nguyen;Jennifer Brown;4/6/2023;Kansas City;296
11688;Avery Brown;Jennifer Brown;4/6/2023;Denver;896
11689;Robert Johnson;Jennifer Brown;4/6/2023;Seattle;654
11690;Lucas Wong;Jennifer Brown;4/6/2023;Philadelphia;292
11691;Isabella Jackson;Jennifer Brown;4/6/2023;Los Angeles;800
11692;Lucas Wong;Jennifer Brown;4/6/2023;Seattle;908
11693;Olivia Davis;Jennifer Brown;4/6/2023;Philadelphia;973
11694;Benjamin Kim;Jennifer Brown;4/6/2023;Los Angeles;731
11695;Thomas Martinez;Jennifer Brown;4/6/2023;Indianapolis;408
11696;Samantha Lee;Jennifer Brown;4/6/2023;Atlanta;676
11697;Jane Doe;Jennifer Brown;4/6/2023;Indianapolis;630
11698;Samantha Lee;Jennifer Brown;4/6/2023;Denver;414
11699;Michael Kim;Jennifer Brown;4/6/2023;Kansas City;42
11700;Avery Brown;Jennifer Brown;4/6/2023;Boston;25
11701;Thomas Martinez;Jennifer Brown;4/6/2023;Atlanta;675
11702;Avery Brown;Jennifer Brown;4/6/2023;Indianapolis;489
11703;Jane Doe;Jennifer Brown;4/6/2023;Los Angeles;788
11704;Michael Kim;Jennifer Brown;4/6/2023;Seattle;472
11705;Avery Brown;Jennifer Brown;4/6/2023;New York;186
11706;Lucas Wong;Jennifer Brown;4/6/2023;Atlanta;564
11707;Samantha Lee;Jennifer Brown;4/6/2023;Atlanta;283
11708;Sophia Nguyen;Jennifer Brown;4/6/2023;Orlando;982
11709;Ethan Wilson;Jennifer Brown;4/6/2023;Boston;268
11710;Robert Johnson;Jennifer Brown;4/6/2023;Houston;988
11711;Emily Chen;Jennifer Brown;4/6/2023;Los Angeles;504
11712;John Smith;Jennifer Brown;4/6/2023;Kansas City;412
11713;Benjamin Kim;Jennifer Brown;4/6/2023;Kansas City;93
11714;Sophia Nguyen;Jennifer Brown;4/6/2023;Los Angeles;663
11715;Robert Johnson;Jennifer Brown;4/6/2023;San Francisco;576
11716;Avery Brown;Jennifer Brown;4/6/2023;New York;301
11717;Sophia Nguyen;Jennifer Brown;4/6/2023;New York;897
11718;Jane Doe;Jennifer Brown;4/6/2023;Chicago;845
11719;Sophia Nguyen;Jennifer Brown;4/6/2023;Denver;614
11720;Sophia Nguyen;Jennifer Brown;4/6/2023;Atlanta;657
11721;Isabella Jackson;Jennifer Brown;4/6/2023;San Francisco;194
11722;Lucas Wong;Jennifer Brown;4/6/2023;Orlando;154
11723;Sophia Nguyen;Jennifer Brown;4/6/2023;Boston;371
